ticker,currency,company_name,exchange,exchange_short,timezone
MYC,USD,"Blackrock MuniYield California Fund, Inc.",New York Stock Exchange,NYSE,America/New_York
DNI,USD,Dividend and Income Fund,New York Stock Exchange,NYSE,America/New_York
USDP,USD,USD Partners LP,New York Stock Exchange,NYSE,America/New_York
MTL,USD,Mechel PAO,New York Stock Exchange,NYSE,America/New_York
GPI,USD,"Group 1 Automotive, Inc.",New York Stock Exchange,NYSE,America/New_York
MQT,USD,"BlackRock MuniYield Quality Fund II, Inc.",New York Stock Exchange,NYSE,America/New_York
ATO,USD,Atmos Energy Corporation,New York Stock Exchange,NYSE,America/New_York
FND,USD,"Floor & Decor Holdings, Inc.",New York Stock Exchange,NYSE,America/New_York
CIC,USD,Capitol Investment Corp. IV,New York Stock Exchange,NYSE,America/New_York
EFF,USD,Eaton Vance Floating-Rate Income Plus Fund,New York Stock Exchange,NYSE,America/New_York
EHI,USD,Western Asset Global High Income Fund Inc.,New York Stock Exchange,NYSE,America/New_York
SAIC,USD,Science Applications International Corporation,New York Stock Exchange,NYSE,America/New_York
FLNG,USD,Flex LNG Ltd.,New York Stock Exchange,NYSE,America/New_York
AJXA,USD,Great Ajax Corp. 7.25 CV SR NT 24,New York Stock Exchange,NYSE,America/New_York
NMZ,USD,Nuveen Municipal High Income Opportunity Fund,New York Stock Exchange,NYSE,America/New_York
SYK,USD,Stryker Corporation,New York Stock Exchange,NYSE,America/New_York
BEDU,USD,Bright Scholar Education Holdings Limited,New York Stock Exchange,NYSE,America/New_York
CCM,USD,Concord Medical Services Holdings Limited,New York Stock Exchange,NYSE,America/New_York
FSB,USD,"Franklin Financial Network, Inc.",New York Stock Exchange,NYSE,America/New_York
ORAN,USD,Orange S.A.,New York Stock Exchange,NYSE,America/New_York
CP,USD,Canadian Pacific Railway Limited,New York Stock Exchange,NYSE,America/New_York
ETP-C,USD,ENRGY TRNSFR OPERT SRS C CUM RED PRF,New York Stock Exchange,NYSE,America/New_York
RLJ-A,USD,RLJ Lodging Trust Cum. Pref. Shrs Series A,New York Stock Exchange,NYSE,America/New_York
BNL,USD,"Broadstone Net Lease, Inc.",New York Stock Exchange,NYSE,America/New_York
PMO,USD,Putnam Municipal Opportunities Trust,New York Stock Exchange,NYSE,America/New_York
RBS,USD,The Royal Bank of Scotland Group plc,New York Stock Exchange,NYSE,America/New_York
SQ,USD,"Square, Inc.",New York Stock Exchange,NYSE,America/New_York
DEO,USD,Diageo plc,New York Stock Exchange,NYSE,America/New_York
LYB,USD,LyondellBasell Industries N.V.,New York Stock Exchange,NYSE,America/New_York
CEV,USD,Eaton Vance California Municipal Income Trust,New York Stock Exchange,NYSE,America/New_York
STON,USD,StoneMor Partners L.P.,New York Stock Exchange,NYSE,America/New_York
ZTR,USD,Virtus Global Dividend & Income Fund Inc.,New York Stock Exchange,NYSE,America/New_York
DSL,USD,DoubleLine Income Solutions Fund,New York Stock Exchange,NYSE,America/New_York
SCHW-C,USD,SCHWAB CHARLES/ADR,New York Stock Exchange,NYSE,America/New_York
HZN,USD,Horizon Global Corporation,New York Stock Exchange,NYSE,America/New_York
TNP-D,USD,Tsakos Energy Navigation Ltd. Preferred Shares,New York Stock Exchange,NYSE,America/New_York
INT,USD,World Fuel Services Corporation,New York Stock Exchange,NYSE,America/New_York
SRC,USD,"Spirit Realty Capital, Inc.",New York Stock Exchange,NYSE,America/New_York
WFC-PL,USD,Wells Fargo & Company,New York Stock Exchange,NYSE,America/New_York
ECC,USD,Eagle Point Credit Company Inc.,New York Stock Exchange,NYSE,America/New_York
RUBI,USD,"the Rubicon Project, Inc.",New York Stock Exchange,NYSE,America/New_York
DBI,USD,Designer Brands Inc.,New York Stock Exchange,NYSE,America/New_York
MXE,USD,Mexico Equity & Income Fund Inc.,New York Stock Exchange,NYSE,America/New_York
CFG,USD,"Citizens Financial Group, Inc.",New York Stock Exchange,NYSE,America/New_York
REVG,USD,"REV Group, Inc.",New York Stock Exchange,NYSE,America/New_York
ABC,USD,AmerisourceBergen Corporation,New York Stock Exchange,NYSE,America/New_York
CIT,USD,CIT Group Inc.,New York Stock Exchange,NYSE,America/New_York
LMT,USD,Lockheed Martin Corporation,New York Stock Exchange,NYSE,America/New_York
AYX,USD,"Alteryx, Inc.",New York Stock Exchange,NYSE,America/New_York
PX,USD,"Praxair, Inc.",New York Stock Exchange,NYSE,America/New_York
GS-D,USD,GOLDMAN SACHS DS RPT 1/1000 SR D PRF,New York Stock Exchange,NYSE,America/New_York
NXR,USD,Nuveen Select Tax-Free Income Portfolio 3,New York Stock Exchange,NYSE,America/New_York
APY,USD,Apergy Corporation,New York Stock Exchange,NYSE,America/New_York
ODC,USD,Oil-Dri Corporation of America,New York Stock Exchange,NYSE,America/New_York
DD-B,USD,E I Du Pont De Nemours And Co Preferred Shares Ser. 4.50,New York Stock Exchange,NYSE,America/New_York
NEA,USD,Nuveen AMT-Free Quality Municipal Income Fund,New York Stock Exchange,NYSE,America/New_York
OMF,USD,"OneMain Holdings, Inc.",New York Stock Exchange,NYSE,America/New_York
CPE,USD,Callon Petroleum Company,New York Stock Exchange,NYSE,America/New_York
TPVG,USD,TriplePoint Venture Growth BDC Corp.,New York Stock Exchange,NYSE,America/New_York
FMS,USD,Fresenius Medical Care AG & Co. KGaA,New York Stock Exchange,NYSE,America/New_York
NAN,USD,Nuveen New York Quality Municipal Income Fund,New York Stock Exchange,NYSE,America/New_York
EFT,USD,Eaton Vance Floating-Rate Income Trust,New York Stock Exchange,NYSE,America/New_York
MRT,USD,"MedEquities Realty Trust, Inc.",New York Stock Exchange,NYSE,America/New_York
PVH,USD,PVH Corp.,New York Stock Exchange,NYSE,America/New_York
WDR,USD,"Waddell & Reed Financial, Inc.",New York Stock Exchange,NYSE,America/New_York
NWG,USD,NatWest Group plc,New York Stock Exchange,NYSE,America/New_York
JPM-A,USD,JP DS REP 1/400 SRS P NON CUM PRF,New York Stock Exchange,NYSE,America/New_York
NGVC,USD,"Natural Grocers by Vitamin Cottage, Inc.",New York Stock Exchange,NYSE,America/New_York
CSV,USD,"Carriage Services, Inc.",New York Stock Exchange,NYSE,America/New_York
KYN-F,USD,KAYNE ANDER 3.500 SRS F MAND RED PRF,New York Stock Exchange,NYSE,America/New_York
JHS,USD,John Hancock Income Securities Trust,New York Stock Exchange,NYSE,America/New_York
SCD,USD,LMP Capital and Income Fund Inc.,New York Stock Exchange,NYSE,America/New_York
INN-E,USD,Summit Hotel Properties Inc Preferred Shares Series E,New York Stock Exchange,NYSE,America/New_York
IVH,USD,Ivy Funds - Ivy High Income Opportunities Fund,New York Stock Exchange,NYSE,America/New_York
DOC,USD,Physicians Realty Trust,New York Stock Exchange,NYSE,America/New_York
MET,USD,"MetLife, Inc.",New York Stock Exchange,NYSE,America/New_York
MLM,USD,"Martin Marietta Materials, Inc.",New York Stock Exchange,NYSE,America/New_York
ONDK,USD,"On Deck Capital, Inc.",New York Stock Exchange,NYSE,America/New_York
SCM,USD,Stellus Capital Investment Corporation,New York Stock Exchange,NYSE,America/New_York
DEX,USD,Delaware Enhanced Global Dividend and Income Fund,New York Stock Exchange,NYSE,America/New_York
NLY,USD,"Annaly Capital Management, Inc.",New York Stock Exchange,NYSE,America/New_York
GMED,USD,"Globus Medical, Inc.",New York Stock Exchange,NYSE,America/New_York
VKQ,USD,Invesco Municipal Trust,New York Stock Exchange,NYSE,America/New_York
BAP,USD,Credicorp Ltd.,New York Stock Exchange,NYSE,America/New_York
BDJ,USD,BlackRock Enhanced Equity Dividend Trust,New York Stock Exchange,NYSE,America/New_York
Y,USD,Alleghany Corporation,New York Stock Exchange,NYSE,America/New_York
GHM,USD,Graham Corporation,New York Stock Exchange,NYSE,America/New_York
HF,USD,"HFF, Inc.",New York Stock Exchange,NYSE,America/New_York
WBC,USD,WABCO Holdings Inc.,New York Stock Exchange,NYSE,America/New_York
MUH,USD,"BlackRock MuniHoldings Fund II, Inc.",New York Stock Exchange,NYSE,America/New_York
AFGH,USD,"American Financial Group, Inc. 6% SUB DEB 2055",New York Stock Exchange,NYSE,America/New_York
IVR-C,USD,Invesco Mortgage Capital Inc Preferred Shares Series C,New York Stock Exchange,NYSE,America/New_York
PAYC,USD,"Paycom Software, Inc.",New York Stock Exchange,NYSE,America/New_York
DCP-B,USD,DCP MIDSTREAM CUM RED PERP SRS B PRF,New York Stock Exchange,NYSE,America/New_York
DG,USD,Dollar General Corporation,New York Stock Exchange,NYSE,America/New_York
EQH,USD,"AXA Equitable Holdings, Inc.",New York Stock Exchange,NYSE,America/New_York
GVA,USD,Granite Construction Incorporated,New York Stock Exchange,NYSE,America/New_York
REN,USD,Resolute Energy Corporation,New York Stock Exchange,NYSE,America/New_York
TAP.A,USD,Molson Coors Brewing Co Class A,New York Stock Exchange,NYSE,America/New_York
INVH,USD,Invitation Homes Inc.,New York Stock Exchange,NYSE,America/New_York
CMRE-E,USD,COSTAMARE INC/PFD SH S E,New York Stock Exchange,NYSE,America/New_York
IRL,USD,"The New Ireland Fund, Inc.",New York Stock Exchange,NYSE,America/New_York
CW,USD,Curtiss-Wright Corporation,New York Stock Exchange,NYSE,America/New_York
GCO,USD,Genesco Inc.,New York Stock Exchange,NYSE,America/New_York
BH,USD,Biglari Holdings Inc.,New York Stock Exchange,NYSE,America/New_York
VIPS,USD,Vipshop Holdings Limited,New York Stock Exchange,NYSE,America/New_York
USX,USD,"U.S. Xpress Enterprises, Inc.",New York Stock Exchange,NYSE,America/New_York
GGT-B,USD,GABELLI MULTIME/6.00% PFD SH S B,New York Stock Exchange,NYSE,America/New_York
BSA,USD,BrightSphere Investment Group plc,New York Stock Exchange,NYSE,America/New_York
EBF,USD,"Ennis, Inc.",New York Stock Exchange,NYSE,America/New_York
CYH,USD,"Community Health Systems, Inc.",New York Stock Exchange,NYSE,America/New_York
MYI,USD,"BlackRock MuniYield Quality Fund III, Inc.",New York Stock Exchange,NYSE,America/New_York
RPAI,USD,"Retail Properties of America, Inc.",New York Stock Exchange,NYSE,America/New_York
UNT,USD,Unit Corporation,New York Stock Exchange,NYSE,America/New_York
PSTL,USD,Postal Realty Trust Inc,New York Stock Exchange,NYSE,America/New_York
HT-D,USD,HERSHA HSPTL 6.50 CUM REDM SRS D PRF,New York Stock Exchange,NYSE,America/New_York
SMG,USD,The Scotts Miracle-Gro Company,New York Stock Exchange,NYSE,America/New_York
PRGO,USD,Perrigo Company plc,New York Stock Exchange,NYSE,America/New_York
TBB,USD,AT&amp;T Inc. 5.35% GLB NTS 66,New York Stock Exchange,NYSE,America/New_York
UNVR,USD,Univar Inc.,New York Stock Exchange,NYSE,America/New_York
CEIX,USD,CONSOL Energy Inc.,New York Stock Exchange,NYSE,America/New_York
EVC,USD,Entravision Communications Corporation,New York Stock Exchange,NYSE,America/New_York
BAF,USD,BlackRock Municipal Income Investment Quality Trust,New York Stock Exchange,NYSE,America/New_York
KSM,USD,DWS Strategic Municipal Income Trust,New York Stock Exchange,NYSE,America/New_York
WTS,USD,"Watts Water Technologies, Inc.",New York Stock Exchange,NYSE,America/New_York
JBL,USD,Jabil Inc.,New York Stock Exchange,NYSE,America/New_York
TCI,USD,"Transcontinental Realty Investors, Inc.",New York Stock Exchange,NYSE,America/New_York
BIP,USD,Brookfield Infrastructure Partners L.P.,New York Stock Exchange,NYSE,America/New_York
LEG,USD,"Leggett & Platt, Incorporated",New York Stock Exchange,NYSE,America/New_York
TDJ,USD,"Telephone and Data Systems, Inc. PFD",New York Stock Exchange,NYSE,America/New_York
TEX,USD,Terex Corporation,New York Stock Exchange,NYSE,America/New_York
GPRK,USD,GeoPark Limited,New York Stock Exchange,NYSE,America/New_York
CHN,USD,"The China Fund, Inc.",New York Stock Exchange,NYSE,America/New_York
NIE,USD,AllianzGI Equity & Convertible Income Fund,New York Stock Exchange,NYSE,America/New_York
NMY,USD,Nuveen Maryland Quality Municipal Income Fund,New York Stock Exchange,NYSE,America/New_York
CTV,USD,Qwest Corp. NT 10/01/54,New York Stock Exchange,NYSE,America/New_York
FBM,USD,"Foundation Building Materials, Inc.",New York Stock Exchange,NYSE,America/New_York
KEY-I,USD,KEYCORP NEW/SH SH NV,New York Stock Exchange,NYSE,America/New_York
SIX,USD,Six Flags Entertainment Corporation,New York Stock Exchange,NYSE,America/New_York
AGM-A,USD,Federal Agricultural Mortgage Corporation,New York Stock Exchange,NYSE,America/New_York
LKSD,USD,"LSC Communications, Inc.",New York Stock Exchange,NYSE,America/New_York
MDP,USD,Meredith Corporation,New York Stock Exchange,NYSE,America/New_York
TVPT,USD,Travelport Worldwide Limited,New York Stock Exchange,NYSE,America/New_York
NPK,USD,"National Presto Industries, Inc.",New York Stock Exchange,NYSE,America/New_York
PGTI,USD,"PGT Innovations, Inc.",New York Stock Exchange,NYSE,America/New_York
EFL,USD,Eaton Vance Floating-Rate 2022 Target Term Trust,New York Stock Exchange,NYSE,America/New_York
FBR,USD,Fibria Celulose S.A.,New York Stock Exchange,NYSE,America/New_York
HHC,USD,The Howard Hughes Corporation,New York Stock Exchange,NYSE,America/New_York
MET-E,USD,METLIFE DS 1 1000 REP SRS E PRF,New York Stock Exchange,NYSE,America/New_York
WBS,USD,Webster Financial Corporation,New York Stock Exchange,NYSE,America/New_York
DSX,USD,Diana Shipping Inc.,New York Stock Exchange,NYSE,America/New_York
TWO-A,USD,Two Harbors Investment Corp Preferred Shares Series A,New York Stock Exchange,NYSE,America/New_York
FPL,USD,First Trust New Opportunities MLP & Energy Fund,New York Stock Exchange,NYSE,America/New_York
AVB,USD,"AvalonBay Communities, Inc.",New York Stock Exchange,NYSE,America/New_York
CCZ,USD,Comcast Holdings Corp.,New York Stock Exchange,NYSE,America/New_York
SBNA,USD,Scorpio Tankers Inc. 6.75 SR NOTE20,New York Stock Exchange,NYSE,America/New_York
SWN,USD,Southwestern Energy Company,New York Stock Exchange,NYSE,America/New_York
CLB,USD,Core Laboratories N.V.,New York Stock Exchange,NYSE,America/New_York
RRTS,USD,"Roadrunner Transportation Systems, Inc.",New York Stock Exchange,NYSE,America/New_York
COT,USD,Cott Corporation,New York Stock Exchange,NYSE,America/New_York
CTDD,USD,Qwest Corp. 6.75% NT 57,New York Stock Exchange,NYSE,America/New_York
JMP,USD,JMP Group LLC,New York Stock Exchange,NYSE,America/New_York
MO,USD,"Altria Group, Inc.",New York Stock Exchange,NYSE,America/New_York
CCV-UN,USD,Churchill Capital Corp V,New York Stock Exchange,NYSE,America/New_York
GEO,USD,"The GEO Group, Inc.",New York Stock Exchange,NYSE,America/New_York
KMM,USD,57247,New York Stock Exchange,NYSE,America/New_York
BAC-Y,USD,BK AMER CORP/SH SH,New York Stock Exchange,NYSE,America/New_York
RMI,USD,"RiverNorth Opportunistic Municipal Income Fund, Inc.",New York Stock Exchange,NYSE,America/New_York
CVS,USD,CVS Health Corporation,New York Stock Exchange,NYSE,America/New_York
PPX,USD,"PPL Capital Funding, Inc. JR SUB NT-B 73",New York Stock Exchange,NYSE,America/New_York
TV,USD,"Grupo Televisa, S.A.B.",New York Stock Exchange,NYSE,America/New_York
KAP,USD,"KCAP Financial, Inc. SR NT 19",New York Stock Exchange,NYSE,America/New_York
JQC,USD,Nuveen Credit Strategies Income Fund,New York Stock Exchange,NYSE,America/New_York
KODK,USD,Eastman Kodak Company,New York Stock Exchange,NYSE,America/New_York
SYF,USD,Synchrony Financial,New York Stock Exchange,NYSE,America/New_York
SOJB,USD,The Southern Company JR SUB NT 76,New York Stock Exchange,NYSE,America/New_York
CRY,USD,"CryoLife, Inc.",New York Stock Exchange,NYSE,America/New_York
FOUR,USD,"Shift4 Payments, Inc.",New York Stock Exchange,NYSE,America/New_York
CBPX,USD,"Continental Building Products, Inc.",New York Stock Exchange,NYSE,America/New_York
LNC,USD,Lincoln National Corporation,New York Stock Exchange,NYSE,America/New_York
MGF,USD,MFS Government Markets Income Trust,New York Stock Exchange,NYSE,America/New_York
GYC,USD,Cabco Series 2004-102 Trust (sbc Communications Inc.) CTF FLT RATE,New York Stock Exchange,NYSE,America/New_York
MPA,USD,BlackRock MuniYield Pennsylvania Quality Fund,New York Stock Exchange,NYSE,America/New_York
GSK,USD,GlaxoSmithKline plc,New York Stock Exchange,NYSE,America/New_York
BF.A,USD,Brown-Forman Corporation Class A,New York Stock Exchange,NYSE,America/New_York
TGNA,USD,TEGNA Inc.,New York Stock Exchange,NYSE,America/New_York
GF,USD,"The New Germany Fund, Inc.",New York Stock Exchange,NYSE,America/New_York
RS,USD,Reliance Steel & Aluminum Co.,New York Stock Exchange,NYSE,America/New_York
CIM,USD,Chimera Investment Corporation,New York Stock Exchange,NYSE,America/New_York
LL,USD,"Lumber Liquidators Holdings, Inc.",New York Stock Exchange,NYSE,America/New_York
TWO,USD,Two Harbors Investment Corp.,New York Stock Exchange,NYSE,America/New_York
XIN,USD,"Xinyuan Real Estate Co., Ltd.",New York Stock Exchange,NYSE,America/New_York
DTF,USD,DTF Tax-Free Income Inc.,New York Stock Exchange,NYSE,America/New_York
LH,USD,Laboratory Corporation of America Holdings,New York Stock Exchange,NYSE,America/New_York
FBK,USD,FB Financial Corporation,New York Stock Exchange,NYSE,America/New_York
LAC,USD,Lithium Americas Corp.,New York Stock Exchange,NYSE,America/New_York
KRA,USD,Kraton Corporation,New York Stock Exchange,NYSE,America/New_York
MSB,USD,Mesabi Trust,New York Stock Exchange,NYSE,America/New_York
HPQ,USD,HP Inc.,New York Stock Exchange,NYSE,America/New_York
TGT,USD,Target Corporation,New York Stock Exchange,NYSE,America/New_York
PXD,USD,Pioneer Natural Resources Company,New York Stock Exchange,NYSE,America/New_York
FBP,USD,First BanCorp.,New York Stock Exchange,NYSE,America/New_York
SFB,USD,Stifel Financial Corporation 5.,New York Stock Exchange,NYSE,America/New_York
DAC,USD,Danaos Corporation,New York Stock Exchange,NYSE,America/New_York
GUT,USD,The Gabelli Utility Trust,New York Stock Exchange,NYSE,America/New_York
MCA,USD,"BlackRock MuniYield California Quality Fund, Inc.",New York Stock Exchange,NYSE,America/New_York
FRC,USD,First Republic Bank,New York Stock Exchange,NYSE,America/New_York
WEC,USD,"WEC Energy Group, Inc.",New York Stock Exchange,NYSE,America/New_York
STZ,USD,"Constellation Brands, Inc.",New York Stock Exchange,NYSE,America/New_York
DNR,USD,Denbury Resources Inc.,New York Stock Exchange,NYSE,America/New_York
GLP,USD,Global Partners LP,New York Stock Exchange,NYSE,America/New_York
FTSI,USD,"FTS International, Inc.",New York Stock Exchange,NYSE,America/New_York
APU,USD,"AmeriGas Partners, L.P.",New York Stock Exchange,NYSE,America/New_York
FAF,USD,First American Financial Corporation,New York Stock Exchange,NYSE,America/New_York
KEYS,USD,"Keysight Technologies, Inc.",New York Stock Exchange,NYSE,America/New_York
CNR,USD,"Cornerstone Building Brands, Inc.",New York Stock Exchange,NYSE,America/New_York
AI,USD,"C3.ai, Inc.",New York Stock Exchange,NYSE,America/New_York
HUN,USD,Huntsman Corporation,New York Stock Exchange,NYSE,America/New_York
XEC,USD,Cimarex Energy Co.,New York Stock Exchange,NYSE,America/New_York
AON,USD,Aon plc,New York Stock Exchange,NYSE,America/New_York
DHX,USD,"DHI Group, Inc.",New York Stock Exchange,NYSE,America/New_York
ENBL,USD,"Enable Midstream Partners, LP",New York Stock Exchange,NYSE,America/New_York
KWR,USD,Quaker Chemical Corporation,New York Stock Exchange,NYSE,America/New_York
RLI,USD,RLI Corp.,New York Stock Exchange,NYSE,America/New_York
MDLA,USD,"Medallia, Inc.",New York Stock Exchange,NYSE,America/New_York
AFGC,USD,Africa Growth Corporation,New York Stock Exchange,NYSE,America/New_York
CBS,USD,CBS Corporation,New York Stock Exchange,NYSE,America/New_York
EBR,USD,Centrais Elétricas Brasileiras S.A. - Eletrobras,New York Stock Exchange,NYSE,America/New_York
TAHO,USD,Tahoe Resources Inc.,New York Stock Exchange,NYSE,America/New_York
ATUS,USD,"Altice USA, Inc.",New York Stock Exchange,NYSE,America/New_York
ETW,USD,Eaton Vance Tax-Managed Global Buy-Write Opportunities Fund,New York Stock Exchange,NYSE,America/New_York
SAN-B,USD,BANCO SANTANDER/PFD SH S 6,New York Stock Exchange,NYSE,America/New_York
SWCH,USD,"Switch, Inc.",New York Stock Exchange,NYSE,America/New_York
