ticker,currency,company_name,exchange,exchange_short,timezone
HLFDY,USD,Halfords Group plc,OTC Markets Group,OTCMKTS,America/New_York
PCWLF,USD,PCCW Limited,OTC Markets Group,OTCMKTS,America/New_York
SAENF,USD,Solar Alliance Energy Inc.,OTC Markets Group,OTCMKTS,America/New_York
URANF,USD,International Prospect Ventures Ltd.,OTC Markets Group,OTCMKTS,America/New_York
WJXFF,USD,Wajax Corporation,OTC Markets Group,OTCMKTS,America/New_York
BSHI,USD,"Boss Holdings, Inc.",OTC Markets Group,OTCMKTS,America/New_York
MNILY,USD,Minor International Public Company Limited,OTC Markets Group,OTCMKTS,America/New_York
ATGFF,USD,AltaGas Ltd.,OTC Markets Group,OTCMKTS,America/New_York
IHHSF,USD,iShares III Public Limited Company - iShares MSCI Pacific ex-Japan UCITS ETF,OTC Markets Group,OTCMKTS,America/New_York
KTHAF,USD,Krung Thai Bank Public Company Limited,OTC Markets Group,OTCMKTS,America/New_York
SAUNF,USD,AusNet Services Ltd,OTC Markets Group,OTCMKTS,America/New_York
GABA,USD,"Georgia Bancshares, Inc.",OTC Markets Group,OTCMKTS,America/New_York
PTOS,USD,"P2 Solar, Inc",OTC Markets Group,OTCMKTS,America/New_York
SURVF,USD,Suntec Real Estate Investment Trust,OTC Markets Group,OTCMKTS,America/New_York
TUWLF,USD,Tullow Oil plc,OTC Markets Group,OTCMKTS,America/New_York
ARGNF,USD,argenx SE,OTC Markets Group,OTCMKTS,America/New_York
HRDI,USD,HERE MEDIA INC/SH SH,OTC Markets Group,OTCMKTS,America/New_York
WEIGF,USD,The Weir Group PLC,OTC Markets Group,OTCMKTS,America/New_York
ADKIL,USD,Adkins Energy LLC,OTC Markets Group,OTCMKTS,America/New_York
IDFB,USD,Idaho First Bank,OTC Markets Group,OTCMKTS,America/New_York
NWFAF,USD,New Focus Auto Tech Holdings Ltd.,OTC Markets Group,OTCMKTS,America/New_York
OUTKY,USD,Outokumpu Oyj,OTC Markets Group,OTCMKTS,America/New_York
LMRMF,USD,Lomiko Metals Inc.,OTC Markets Group,OTCMKTS,America/New_York
WMSI,USD,"Williams Industries, Incorporated",OTC Markets Group,OTCMKTS,America/New_York
IHHFF,USD,iShares II Public Limited Company - iShares US Aggregate Bond UCITS ETF,OTC Markets Group,OTCMKTS,America/New_York
INTZ,USD,Intrusion Inc.,OTC Markets Group,OTCMKTS,America/New_York
SFTBF,USD,SoftBank Group Corp.,OTC Markets Group,OTCMKTS,America/New_York
KRDXF,USD,Kardex AG,OTC Markets Group,OTCMKTS,America/New_York
WDGJF,USD,John Wood Group PLC,OTC Markets Group,OTCMKTS,America/New_York
KNCAF,USD,"Konica Minolta, Inc.",OTC Markets Group,OTCMKTS,America/New_York
ZMSPF,USD,Zecotek Photonics Inc.,OTC Markets Group,OTCMKTS,America/New_York
CLYXF,USD,Calyx Ventures Inc.,OTC Markets Group,OTCMKTS,America/New_York
CSKL,USD,"Catskill Hudson Bancorp, Inc.",OTC Markets Group,OTCMKTS,America/New_York
CVPBF,USD,CP ALL Public Company Limited,OTC Markets Group,OTCMKTS,America/New_York
KHNGY,USD,Kuehne + Nagel International AG,OTC Markets Group,OTCMKTS,America/New_York
MNNGF,USD,Affluent Partners Holdings Limited,OTC Markets Group,OTCMKTS,America/New_York
ULUR,USD,ULURU Inc.,OTC Markets Group,OTCMKTS,America/New_York
AVTO,USD,"Avantogen Oncology, Inc.",OTC Markets Group,OTCMKTS,America/New_York
CMBXF,USD,Cambium Global Timberland Limited,OTC Markets Group,OTCMKTS,America/New_York
FUBAF,USD,FUTABA CORPORATION,OTC Markets Group,OTCMKTS,America/New_York
CAPB,USD,CapitalSouth Bancorp.,OTC Markets Group,OTCMKTS,America/New_York
JDWPF,USD,J D Wetherspoon plc,OTC Markets Group,OTCMKTS,America/New_York
MMTC,USD,"Micro Imaging Technology, Inc.",OTC Markets Group,OTCMKTS,America/New_York
MYBUF,USD,Meyer Burger Technology AG,OTC Markets Group,OTCMKTS,America/New_York
DBGF,USD,Panex Resources Inc.,OTC Markets Group,OTCMKTS,America/New_York
GBCS,USD,"Global Healthcare REIT, Inc.",OTC Markets Group,OTCMKTS,America/New_York
HEXEY,USD,Hellenic Exchanges - Athens Stock Exchange SA,OTC Markets Group,OTCMKTS,America/New_York
ORPEF,USD,Orpea SA,OTC Markets Group,OTCMKTS,America/New_York
CNLK,USD,CANNALINK INC/SH,OTC Markets Group,OTCMKTS,America/New_York
CHSTY,USD,"China High Speed Transmission Equipment Group Co., Ltd.",OTC Markets Group,OTCMKTS,America/New_York
CSVI,USD,"Computer Services, Inc.",OTC Markets Group,OTCMKTS,America/New_York
GAPFF,USD,Aimia Inc.,OTC Markets Group,OTCMKTS,America/New_York
MDFZF,USD,Medifocus Inc.,OTC Markets Group,OTCMKTS,America/New_York
MRELF,USD,Etablissements Maurel et Prom SA,OTC Markets Group,OTCMKTS,America/New_York
MSLXP,USD,MIDSOUTH BANCOR/PFD SH S C,OTC Markets Group,OTCMKTS,America/New_York
ATONF,USD,Anton Oilfield Services Group,OTC Markets Group,OTCMKTS,America/New_York
COLFF,USD,Colabor Group Inc.,OTC Markets Group,OTCMKTS,America/New_York
MNRLF,USD,Mineral Mountain Resources Ltd.,OTC Markets Group,OTCMKTS,America/New_York
PANRF,USD,Panoramic Resources Limited,OTC Markets Group,OTCMKTS,America/New_York
CJPRY,USD,Central Japan Railway Company,OTC Markets Group,OTCMKTS,America/New_York
CLCN,USD,Creative Learning Corporation,OTC Markets Group,OTCMKTS,America/New_York
PCGR,USD,"PC Group, Inc.",OTC Markets Group,OTCMKTS,America/New_York
PTXLF,USD,PTT Exploration and Production Public Company Limited,OTC Markets Group,OTCMKTS,America/New_York
GLAPF,USD,Glanbia plc,OTC Markets Group,OTCMKTS,America/New_York
GMNI,USD,Gemini Group Global Corp.,OTC Markets Group,OTCMKTS,America/New_York
SNNC,USD,"Sibannac, Inc.",OTC Markets Group,OTCMKTS,America/New_York
DEMO,USD,"Democrasoft Holdings, Inc.",OTC Markets Group,OTCMKTS,America/New_York
APRE,USD,"Aprea Therapeutics, Inc.",OTC Markets Group,OTCMKTS,America/New_York
MCCRF,USD,McCoy Global Inc.,OTC Markets Group,OTCMKTS,America/New_York
TTLO,USD,"Torotel, Inc.",OTC Markets Group,OTCMKTS,America/New_York
FRTN,USD,Fortran Corporation,OTC Markets Group,OTCMKTS,America/New_York
LIHC,USD,Liberty International Holding Corp.,OTC Markets Group,OTCMKTS,America/New_York
WAYS,USD,Wave Sync Corp,OTC Markets Group,OTCMKTS,America/New_York
ENZB,USD,EnzymeBioSystems,OTC Markets Group,OTCMKTS,America/New_York
LVRLF,USD,CordovaCann Corp.,OTC Markets Group,OTCMKTS,America/New_York
BCMXY,USD,"Bank of Communications Co., Ltd.",OTC Markets Group,OTCMKTS,America/New_York
IWAL,USD,iWallet Corporation,OTC Markets Group,OTCMKTS,America/New_York
MAAL,USD,"The Marketing Alliance, Inc.",OTC Markets Group,OTCMKTS,America/New_York
TSCC,USD,Technology Solutions Company,OTC Markets Group,OTCMKTS,America/New_York
VMTG,USD,VICTOR MNG IND/SH,OTC Markets Group,OTCMKTS,America/New_York
ALTX,USD,"Altex Industries, Inc.",OTC Markets Group,OTCMKTS,America/New_York
FMCKM,USD,Freddie Mac,OTC Markets Group,OTCMKTS,America/New_York
HSTRF,USD,BlissCo Cannabis Corp.,OTC Markets Group,OTCMKTS,America/New_York
NMKEF,USD,Nemaska Lithium Inc.,OTC Markets Group,OTCMKTS,America/New_York
PEIMF,USD,PepinNini Lithium Limited,OTC Markets Group,OTCMKTS,America/New_York
EEGC,USD,Empire Energy Corporation International,OTC Markets Group,OTCMKTS,America/New_York
ENMGF,USD,Entourage Mining Ltd.,OTC Markets Group,OTCMKTS,America/New_York
FMCQF,USD,Fresenius Medical Care AG & Co. KGaA,OTC Markets Group,OTCMKTS,America/New_York
FMGXF,USD,First Mexican Gold Corp.,OTC Markets Group,OTCMKTS,America/New_York
ITEX,USD,ITEX Corporation,OTC Markets Group,OTCMKTS,America/New_York
JONE,USD,"Jones Energy, Inc.",OTC Markets Group,OTCMKTS,America/New_York
TLOFF,USD,Talon Metals Corp.,OTC Markets Group,OTCMKTS,America/New_York
ASCCF,USD,ASICS Corporation,OTC Markets Group,OTCMKTS,America/New_York
RMHB,USD,Rocky Mountain High,OTC Markets Group,OTCMKTS,America/New_York
SEBYF,USD,SEB SA,OTC Markets Group,OTCMKTS,America/New_York
BOLBP,USD,BOL Bancshares Inc. PFD,OTC Markets Group,OTCMKTS,America/New_York
COLDF,USD,Cardno Limited,OTC Markets Group,OTCMKTS,America/New_York
CSSOF,USD,Cassandra Oil AB (publ),OTC Markets Group,OTCMKTS,America/New_York
PPCCY,USD,PICC Property and Casualty Company Limited,OTC Markets Group,OTCMKTS,America/New_York
ANFC,USD,"Black Ridge Oil & Gas, Inc.",OTC Markets Group,OTCMKTS,America/New_York
GELV,USD,"Green Energy Live, Inc.",OTC Markets Group,OTCMKTS,America/New_York
GLDFF,USD,Golden Leaf Holdings Ltd.,OTC Markets Group,OTCMKTS,America/New_York
GZPZF,USD,Gaztransport & Technigaz SA,OTC Markets Group,OTCMKTS,America/New_York
SKIGF,USD,"Sanki Engineering Co., Ltd.",OTC Markets Group,OTCMKTS,America/New_York
BOPFF,USD,Border Petroleum Limited,OTC Markets Group,OTCMKTS,America/New_York
FLIDY,USD,FLSmidth & Co. A/S,OTC Markets Group,OTCMKTS,America/New_York
GABK,USD,Grand Bank Corp.,OTC Markets Group,OTCMKTS,America/New_York
NUMD,USD,"Nu-Med Plus, Inc.",OTC Markets Group,OTCMKTS,America/New_York
TRKNY,USD,Türk Telekomünikasyon A.S.,OTC Markets Group,OTCMKTS,America/New_York
FBPRO,USD,First BanCorp. PFD PERP B 8.35%,OTC Markets Group,OTCMKTS,America/New_York
GCTAY,USD,"Siemens Gamesa Renewable Energy, S.A.",OTC Markets Group,OTCMKTS,America/New_York
NRIFF,USD,Nuvo Pharmaceuticals Inc.,OTC Markets Group,OTCMKTS,America/New_York
ECIFF,USD,Electricité de France S.A.,OTC Markets Group,OTCMKTS,America/New_York
GMOS,USD,Fast Lane Holdings Inc.,OTC Markets Group,OTCMKTS,America/New_York
RHUHF,USD,Richelieu Hardware Ltd.,OTC Markets Group,OTCMKTS,America/New_York
SAEUF,USD,Saturn Oil & Gas Inc.,OTC Markets Group,OTCMKTS,America/New_York
INPAP,USD,INTERNATIONAL PAPER CO,OTC Markets Group,OTCMKTS,America/New_York
SLOIF,USD,Soitec SA,OTC Markets Group,OTCMKTS,America/New_York
HRNNF,USD,Hydro One Limited,OTC Markets Group,OTCMKTS,America/New_York
BNKPF,USD,BNK Petroleum Inc.,OTC Markets Group,OTCMKTS,America/New_York
MBCQ,USD,"MB Bancorp, Inc.",OTC Markets Group,OTCMKTS,America/New_York
SCAZP,USD,Sanchez Energy Corporation,OTC Markets Group,OTCMKTS,America/New_York
HINOF,USD,"Hino Motors, Ltd.",OTC Markets Group,OTCMKTS,America/New_York
LATX,USD,"Latitude 360, Inc.",OTC Markets Group,OTCMKTS,America/New_York
NVTZF,USD,Navitas Limited,OTC Markets Group,OTCMKTS,America/New_York
ALGDF,USD,Algold Resources Ltd.,OTC Markets Group,OTCMKTS,America/New_York
CTMCF,USD,Canterra Minerals Corporation,OTC Markets Group,OTCMKTS,America/New_York
DJXXF,USD,BLACKROCK AST MGT (DEUTSCHLAND),OTC Markets Group,OTCMKTS,America/New_York
TMRAY,USD,Tomra Systems ASA,OTC Markets Group,OTCMKTS,America/New_York
MBDE,USD,Morris Business Development Company,OTC Markets Group,OTCMKTS,America/New_York
PNPFF,USD,Pinetree Capital Ltd.,OTC Markets Group,OTCMKTS,America/New_York
RCCB,USD,Rochester Community Baseball Inc.,OTC Markets Group,OTCMKTS,America/New_York
RNDOF,USD,ROUND ONE Corporation,OTC Markets Group,OTCMKTS,America/New_York
EGKLF,USD,ElringKlinger AG,OTC Markets Group,OTCMKTS,America/New_York
RDDCP,USD,"Reddy Ice Holdings, Inc.",OTC Markets Group,OTCMKTS,America/New_York
SWDAF,USD,Software Aktiengesellschaft,OTC Markets Group,OTCMKTS,America/New_York
BKKLY,USD,Bangkok Bank Public Company Limited,OTC Markets Group,OTCMKTS,America/New_York
CVHIF,USD,Ventura Cannabis and Wellness Corp.,OTC Markets Group,OTCMKTS,America/New_York
STTH,USD,"Stealth Technologies, Inc.",OTC Markets Group,OTCMKTS,America/New_York
CPWIF,USD,China Power International Development Limited,OTC Markets Group,OTCMKTS,America/New_York
FINMF,USD,Leonardo S.p.a.,OTC Markets Group,OTCMKTS,America/New_York
GNZUF,USD,"Guangzhou Automobile Group Co., Ltd.",OTC Markets Group,OTCMKTS,America/New_York
SAGKF,USD,Stagecoach Group plc,OTC Markets Group,OTCMKTS,America/New_York
HADV,USD,Health Advance Inc.,OTC Markets Group,OTCMKTS,America/New_York
JSCPY,USD,JSR Corporation,OTC Markets Group,OTCMKTS,America/New_York
SGRWF,USD,Gold Rush Cariboo Corp.,OTC Markets Group,OTCMKTS,America/New_York
DCCPF,USD,DCC plc,OTC Markets Group,OTCMKTS,America/New_York
PAPA,USD,"WO Group, Inc.",OTC Markets Group,OTCMKTS,America/New_York
ELTP,USD,"Elite Pharmaceuticals, Inc.",OTC Markets Group,OTCMKTS,America/New_York
TPRP,USD,Tower Properties Company,OTC Markets Group,OTCMKTS,America/New_York
ATXDY,USD,AusTex Oil Limited,OTC Markets Group,OTCMKTS,America/New_York
GGTHF,USD,Golden Goliath Resources Ltd.,OTC Markets Group,OTCMKTS,America/New_York
LWLG,USD,"Lightwave Logic, Inc.",OTC Markets Group,OTCMKTS,America/New_York
MILTY,USD,Mills Estruturas e Serviços de Engenharia S.A.,OTC Markets Group,OTCMKTS,America/New_York
PXGYF,USD,PAX Global Technology Limited,OTC Markets Group,OTCMKTS,America/New_York
TCLAF,USD,Transcontinental Inc.,OTC Markets Group,OTCMKTS,America/New_York
BHKLY,USD,BOC Hong Kong (Holdings) Limited,OTC Markets Group,OTCMKTS,America/New_York
PSPW,USD,"3Power Energy Group, Inc.",OTC Markets Group,OTCMKTS,America/New_York
CKNHF,USD,Clarkson PLC,OTC Markets Group,OTCMKTS,America/New_York
CSCMY,USD,"COSCO Shipping International (Singapore) Co., Ltd.",OTC Markets Group,OTCMKTS,America/New_York
BVRDF,USD,Bureau Veritas SA,OTC Markets Group,OTCMKTS,America/New_York
ECIFY,USD,Electricité de France S.A.,OTC Markets Group,OTCMKTS,America/New_York
IVFH,USD,"Innovative Food Holdings, Inc.",OTC Markets Group,OTCMKTS,America/New_York
KJWNF,USD,Koninklijke Wessanen N.V.,OTC Markets Group,OTCMKTS,America/New_York
LFCYF,USD,Veloxis Pharmaceuticals A/S,OTC Markets Group,OTCMKTS,America/New_York
UNICY,USD,Unicharm Corporation,OTC Markets Group,OTCMKTS,America/New_York
CCAOF,USD,Callidus Capital Corporation,OTC Markets Group,OTCMKTS,America/New_York
CDVM,USD,Carson Energy Development Corp,OTC Markets Group,OTCMKTS,America/New_York
SPDC,USD,"Speed Commerce, Inc.",OTC Markets Group,OTCMKTS,America/New_York
CTPCY,USD,CITIC Limited,OTC Markets Group,OTCMKTS,America/New_York
ELKMF,USD,Gold Road Resources Limited,OTC Markets Group,OTCMKTS,America/New_York
RGORF,USD,Randgold Resources Limited,OTC Markets Group,OTCMKTS,America/New_York
EFGIF,USD,EFG International AG,OTC Markets Group,OTCMKTS,America/New_York
ROWKF,USD,RenoWorks Software Inc.,OTC Markets Group,OTCMKTS,America/New_York
ACTRF,USD,Ascott Residence Trust,OTC Markets Group,OTCMKTS,America/New_York
AGOAF,USD,"Abengoa, S.A.",OTC Markets Group,OTCMKTS,America/New_York
FCCG,USD,Fog Cutter Capital Group Inc.,OTC Markets Group,OTCMKTS,America/New_York
RDLCF,USD,Redline Communications Group Inc.,OTC Markets Group,OTCMKTS,America/New_York
AGCCF,USD,Gensource Potash Corporation,OTC Markets Group,OTCMKTS,America/New_York
GNRV,USD,"Grand River Commerce, Inc.",OTC Markets Group,OTCMKTS,America/New_York
CRVW,USD,"CareView Communications, Inc.",OTC Markets Group,OTCMKTS,America/New_York
CYYNF,USD,Cynata Therapeutics Limited,OTC Markets Group,OTCMKTS,America/New_York
LOUIF,USD,South Shore Holdings Limited,OTC Markets Group,OTCMKTS,America/New_York
AGTT,USD,"Angstrom Technologies, Inc.",OTC Markets Group,OTCMKTS,America/New_York
JADA,USD,Jade Art Group Inc.,OTC Markets Group,OTCMKTS,America/New_York
PUMGF,USD,Purepoint Uranium Group Inc.,OTC Markets Group,OTCMKTS,America/New_York
TGOSY,USD,TOYODA GOSEI CO/ADR,OTC Markets Group,OTCMKTS,America/New_York
AMIN,USD,"American International Industries, Inc.",OTC Markets Group,OTCMKTS,America/New_York
OTCM,USD,OTC Markets Group Inc.,OTC Markets Group,OTCMKTS,America/New_York
RDFY,USD,"Redify Group, Inc.",OTC Markets Group,OTCMKTS,America/New_York
TMEB,USD,"Terme Bancorp, Inc.",OTC Markets Group,OTCMKTS,America/New_York
CHHHF,USD,Centric Health Corporation,OTC Markets Group,OTCMKTS,America/New_York
MTPOF,USD,Metropolitan Bank & Trust Company,OTC Markets Group,OTCMKTS,America/New_York
TRGNF,USD,Transgene SA,OTC Markets Group,OTCMKTS,America/New_York
DOMR,USD,Dominion Resources Black Warrior Trust,OTC Markets Group,OTCMKTS,America/New_York
GLGDF,USD,GoGold Resources Inc.,OTC Markets Group,OTCMKTS,America/New_York
JAUGF,USD,Deep-South Resources Inc.,OTC Markets Group,OTCMKTS,America/New_York
SNPHY,USD,"Santen Pharmaceutical Co., Ltd.",OTC Markets Group,OTCMKTS,America/New_York
BGRP,USD,Bluestem Group Inc.,OTC Markets Group,OTCMKTS,America/New_York
ULIHF,USD,The United Laboratories International Holdings Limited,OTC Markets Group,OTCMKTS,America/New_York
VOPKF,USD,Koninklijke Vopak N.V.,OTC Markets Group,OTCMKTS,America/New_York
YNAJF,USD,Yantai North Andre Juice Company Limited,OTC Markets Group,OTCMKTS,America/New_York
ATBEF,USD,Symbility Solutions Inc.,OTC Markets Group,OTCMKTS,America/New_York
EZCL,USD,Ezy Cloud Holding Inc.,OTC Markets Group,OTCMKTS,America/New_York
ILNLF,USD,INV Metals Inc.,OTC Markets Group,OTCMKTS,America/New_York
TIDE,USD,Tidelands Oil & Gas Corporation,OTC Markets Group,OTCMKTS,America/New_York
JBFCF,USD,Jollibee Foods Corporation,OTC Markets Group,OTCMKTS,America/New_York
MKRYF,USD,Manitok Energy Inc.,OTC Markets Group,OTCMKTS,America/New_York
PSWW,USD,"Principal Solar, Inc.",OTC Markets Group,OTCMKTS,America/New_York
ANSLY,USD,Ansell Limited,OTC Markets Group,OTCMKTS,America/New_York
CRNZF,USD,Cairn Energy PLC,OTC Markets Group,OTCMKTS,America/New_York
WHTGF,USD,Mangazeya Mining Ltd.,OTC Markets Group,OTCMKTS,America/New_York
BVNRY,USD,Bavarian Nordic A/S,OTC Markets Group,OTCMKTS,America/New_York
CHMN,USD,Chester Mining Company,OTC Markets Group,OTCMKTS,America/New_York
MONDF,USD,Mondi plc,OTC Markets Group,OTCMKTS,America/New_York
AGESY,USD,ageas SA/NV,OTC Markets Group,OTCMKTS,America/New_York
DRUNF,USD,Dream Unlimited Corp.,OTC Markets Group,OTCMKTS,America/New_York
NRDXF,USD,Nordex SE,OTC Markets Group,OTCMKTS,America/New_York
WLGC,USD,WordLogic Corporation,OTC Markets Group,OTCMKTS,America/New_York
ABLZF,USD,ABB Ltd,OTC Markets Group,OTCMKTS,America/New_York
JBSAY,USD,JBS S.A.,OTC Markets Group,OTCMKTS,America/New_York
MUEL,USD,Paul Mueller Company,OTC Markets Group,OTCMKTS,America/New_York
PRDGF,USD,Premier Diversified Holdings Inc.,OTC Markets Group,OTCMKTS,America/New_York
WHELF,USD,Salt Lake Potash Limited,OTC Markets Group,OTCMKTS,America/New_York
PTEO,USD,"Proteo, Inc.",OTC Markets Group,OTCMKTS,America/New_York
AGESF,USD,ageas SA/NV,OTC Markets Group,OTCMKTS,America/New_York
CHMCF,USD,ChinaAMC CSI 300 Index ETF,OTC Markets Group,OTCMKTS,America/New_York
JZCLF,USD,JZ Capital Partners Limited,OTC Markets Group,OTCMKTS,America/New_York
MDIBY,USD,Mediobanca Banca di Credito Finanziario S.p.A.,OTC Markets Group,OTCMKTS,America/New_York
ABBY,USD,"Abby, Inc.",OTC Markets Group,OTCMKTS,America/New_York
CIADY,USD,China Mengniu Dairy Company Limited,OTC Markets Group,OTCMKTS,America/New_York
IMPHO,USD,"Impac Mortgage Holdings, Inc.",OTC Markets Group,OTCMKTS,America/New_York
ACGBY,USD,Agricultural Bank of China Limited,OTC Markets Group,OTCMKTS,America/New_York
BOTY,USD,"Lingerie Fighting Championships, Inc.",OTC Markets Group,OTCMKTS,America/New_York
HLPPF,USD,Hang Lung Properties Limited,OTC Markets Group,OTCMKTS,America/New_York
OROXF,USD,Orosur Mining Inc.,OTC Markets Group,OTCMKTS,America/New_York
HLSPY,USD,Heliospectra AB (publ),OTC Markets Group,OTCMKTS,America/New_York
CGEMY,USD,Capgemini SE,OTC Markets Group,OTCMKTS,America/New_York
ELVAY,USD,Evolva Holding SA,OTC Markets Group,OTCMKTS,America/New_York
HUSIF,USD,Nicola Mining Inc.,OTC Markets Group,OTCMKTS,America/New_York
PXMFF,USD,Philex Mining Corporation,OTC Markets Group,OTCMKTS,America/New_York
SHMDF,USD,Shimano Inc.,OTC Markets Group,OTCMKTS,America/New_York
TRZBF,USD,Transat A.T. Inc.,OTC Markets Group,OTCMKTS,America/New_York
WUHN,USD,"Wuhan General Group (China), Inc.",OTC Markets Group,OTCMKTS,America/New_York
BLPG,USD,"Blue Line Protection Group, Inc.",OTC Markets Group,OTCMKTS,America/New_York
GTGT,USD,"GTG Ventures, Inc.",OTC Markets Group,OTCMKTS,America/New_York
JSGRY,USD,LIXIL Group Corporation,OTC Markets Group,OTCMKTS,America/New_York
SSPC,USD,"SpendSmart Networks, Inc.",OTC Markets Group,OTCMKTS,America/New_York
ENTCF,USD,ENTREC Corporation,OTC Markets Group,OTCMKTS,America/New_York
HPPI,USD,"HedgePath Pharmaceuticals, Inc.",OTC Markets Group,OTCMKTS,America/New_York
PNXPF,USD,Planet Ventures Inc.,OTC Markets Group,OTCMKTS,America/New_York
SRTI,USD,"SRTI BlockChain Generation, Inc.",OTC Markets Group,OTCMKTS,America/New_York
CKISY,USD,CK Infrastructure Holdings Limited,OTC Markets Group,OTCMKTS,America/New_York
CNSUF,USD,Canasil Resources Inc.,OTC Markets Group,OTCMKTS,America/New_York
NPSHY,USD,KABUSHIKI KAISH/ADR,OTC Markets Group,OTCMKTS,America/New_York
REEMF,USD,Rare Element Resources Ltd.,OTC Markets Group,OTCMKTS,America/New_York
TRITF,USD,Tri-Tech Holding Inc.,OTC Markets Group,OTCMKTS,America/New_York
VRTC,USD,"Veritec, Inc.",OTC Markets Group,OTCMKTS,America/New_York
SZNTY,USD,Shenzhen Investment Limited,OTC Markets Group,OTCMKTS,America/New_York
DGEAF,USD,Diageo plc,OTC Markets Group,OTCMKTS,America/New_York
FELTF,USD,Fuji Electric Co Ltd,OTC Markets Group,OTCMKTS,America/New_York
GOOI,USD,"Gooi Global, Inc.",OTC Markets Group,OTCMKTS,America/New_York
MFCSF,USD,Medical Facilities Corporation,OTC Markets Group,OTCMKTS,America/New_York
PSGTY,USD,PT Semen Indonesia (Persero) Tbk,OTC Markets Group,OTCMKTS,America/New_York
RSRV,USD,The Reserve Petroleum Company,OTC Markets Group,OTCMKTS,America/New_York
STKAF,USD,Stockland,OTC Markets Group,OTCMKTS,America/New_York
FGFH,USD,"Foresight Financial Group, Inc.",OTC Markets Group,OTCMKTS,America/New_York
GBLP,USD,"Global Pharmatech, Inc.",OTC Markets Group,OTCMKTS,America/New_York
KNCRY,USD,Konecranes Plc,OTC Markets Group,OTCMKTS,America/New_York
LRDC,USD,"Laredo Oil, Inc.",OTC Markets Group,OTCMKTS,America/New_York
ORINF,USD,Orion Oyj,OTC Markets Group,OTCMKTS,America/New_York
AZFL,USD,"Amazonas Florestal, Ltd",OTC Markets Group,OTCMKTS,America/New_York
HXGBF,USD,Hexagon AB,OTC Markets Group,OTCMKTS,America/New_York
ISCO,USD,International Stem Cell Corporation,OTC Markets Group,OTCMKTS,America/New_York
MCIM,USD,"Macau Capital Investments, Inc.",OTC Markets Group,OTCMKTS,America/New_York
SKSJF,USD,"Shinko Shoji Co., Ltd.",OTC Markets Group,OTCMKTS,America/New_York
SONT,USD,"Seen On Screen TV, Inc.",OTC Markets Group,OTCMKTS,America/New_York
EMRRF,USD,Evrim Resources Corp.,OTC Markets Group,OTCMKTS,America/New_York
FNMAI,USD,Federal National Mortgage Association,OTC Markets Group,OTCMKTS,America/New_York
MAGOY,USD,MAN SE,OTC Markets Group,OTCMKTS,America/New_York
CTHZ,USD,"Cancer Treatment Holdings, Inc.",OTC Markets Group,OTCMKTS,America/New_York
GFSZY,USD,G4S plc,OTC Markets Group,OTCMKTS,America/New_York
HGMCF,USD,Harmony Gold Mining Company Ltd,OTC Markets Group,OTCMKTS,America/New_York
ARSLF,USD,Altima Resources Ltd.,OTC Markets Group,OTCMKTS,America/New_York
FLUX,USD,"Flux Power Holdings, Inc",OTC Markets Group,OTCMKTS,America/New_York
GMALY,USD,GENTING MALAYSI/S ADR,OTC Markets Group,OTCMKTS,America/New_York
TVTV,USD,WhereverTV Broadcasting Corporation,OTC Markets Group,OTCMKTS,America/New_York
HGGCF,USD,Highway 50 Gold Corp.,OTC Markets Group,OTCMKTS,America/New_York
KGBLF,USD,Kingboard Laminates Holdings Limited,OTC Markets Group,OTCMKTS,America/New_York
PEXZF,USD,Pacific Ridge Exploration Ltd.,OTC Markets Group,OTCMKTS,America/New_York
SHPGF,USD,SHIRE ORD,OTC Markets Group,OTCMKTS,America/New_York
WENEF,USD,Summus Solutions N.V.,OTC Markets Group,OTCMKTS,America/New_York
CJREF,USD,Corus Entertainment Inc.,OTC Markets Group,OTCMKTS,America/New_York
HKXCY,USD,Hong Kong Exchanges and Clearing Limited,OTC Markets Group,OTCMKTS,America/New_York
HWAL,USD,"Hollywall Entertainment, Inc.",OTC Markets Group,OTCMKTS,America/New_York
PMXO,USD,"PMX Communities, Inc.",OTC Markets Group,OTCMKTS,America/New_York
PPNT,USD,Pinpoint Recovery Solutions Corp.,OTC Markets Group,OTCMKTS,America/New_York
GRGNF,USD,Mako Mining Corp.,OTC Markets Group,OTCMKTS,America/New_York
PLBN,USD,"Pilot Bancshares, Inc.",OTC Markets Group,OTCMKTS,America/New_York
RDIAF,USD,Rockwell Diamonds Inc.,OTC Markets Group,OTCMKTS,America/New_York
ITVPF,USD,ITV plc,OTC Markets Group,OTCMKTS,America/New_York
CKISF,USD,CK Infrastructure Holdings Limited,OTC Markets Group,OTCMKTS,America/New_York
CLNFF,USD,Calian Group Ltd.,OTC Markets Group,OTCMKTS,America/New_York
IDTVF,USD,AB Industrivärden (publ),OTC Markets Group,OTCMKTS,America/New_York
SWRBF,USD,Swire Pacific Limited,OTC Markets Group,OTCMKTS,America/New_York
WAYN,USD,"Wayne Savings Bancshares, Inc.",OTC Markets Group,OTCMKTS,America/New_York
ECSL,USD,"EncounterCare Solutions, Inc.",OTC Markets Group,OTCMKTS,America/New_York
SJMHY,USD,SJM Holdings Limited,OTC Markets Group,OTCMKTS,America/New_York
UDIRF,USD,United Internet AG,OTC Markets Group,OTCMKTS,America/New_York
ALVVF,USD,Altice N.V/EQ,OTC Markets Group,OTCMKTS,America/New_York
